1563, chi	1.0
1568, nu	1.0909090909090908
1595, nu	1.4264705882352942
1649, nu	1.47265625
1658, nu	1.3848857644991213
1667, nu	1.4866666666666666
1676, nu	1.5276442307692308
1696, chi	1.0
1705, nu	2.4056064073226544
1713, chi	1.0
1714, nu	2.755434782608696
1722, chi	1.0
1723, nu	2.1025413711583925
1732, nu	3.184085510688836
1739, chi	1.4285714285714286
1741, nu	2.911061946902655
1748, chi	1.0
1750, nu	3.0736619988490315
1757, chi	1.4444444444444444
1785, chi	1.3928571428571428
1794, chi	2.2950819672131146
1804, nu	5.920367732746342
1809, chi	2.0350877192982457
1811, chi	3.031496062992126
1813, nu	5.309301924238502
1814, haw	2.263157894736842
1820, chi	2.830769230769231
1822, nu	6.788314176245211
1823, haw	1.5384615384615385
1831, nu	6.0432381595447096
1832, haw	2.1
1840, nu	7.468943382285028
1846, chi	3.755813953488372
1849, haw	2.272727272727273
1855, chi	3.8085714285714287
1858, haw	1.6136363636363635
1860, haw	1.8709677419354838
1892, chi	3.9106060606060606
1895, haw	3.0444444444444443
1907, chi	4.103539823008849
1916, chi	3.9816433566433567
1919, haw	4.428571428571429
1921, haw	3.5660377358490565
1929, nu	7.351072950909601
1930, haw	2.838926174496644
1938, nu	7.279185637250153
1944, chi	3.0934579439252334
1947, haw	3.1122448979591835
1947, nu	7.689052320440754
1953, chi	3.658123370981755
1956, haw	3.5057471264367814
1956, nu	8.517199495700126
1962, chi	4.788774002954209
1965, haw	4.331288343558282
1965, nu	11.44323550865973
1974, nu	12.434195934273255
1979, chi	5.922809725974528
1983, nu	13.670159535610768
1988, chi	6.635962763351299
1990, chi	7.472011164521631
1992, nu	16.66826279245113
1993, haw	6.0932642487046635
2001, nu	20.861511387878387
2006, chi	11.468354430379748
1564, chi	1.0
1587, nu	1.7352941176470589
1659, nu	1.098159509202454
1662, chi	1.0
1668, nu	1.3018867924528301
1677, nu	1.606936416184971
1697, chi	1.0
1700, haw	1.0
1706, nu	2.6076369673491975
1714, chi	1.25
1715, nu	2.633211678832117
1723, chi	1.3333333333333333
1724, nu	2.9216867469879517
1726, haw	1.0
1733, nu	2.4772602739726026
1742, nu	3.1676408076514346
1749, chi	2.1666666666666665
1751, nu	3.376130978026713
1758, chi	1.0869565217391304
1760, chi	1.0
1760, nu	3.4066330209084357
1786, chi	1.5925925925925926
1789, haw	2.0
1795, chi	1.25
1798, haw	1.0
1805, nu	4.786462984723855
1812, chi	2.255813953488372
1814, nu	5.724926642088631
1815, haw	2.0
1821, chi	2.723076923076923
